buying,class,doors,lug_boot,maint,persons,safety
low,good,4,med,med,more,med
low,vgood,4,med,med,more,high
low,unacc,4,big,med,more,low
low,good,4,big,med,more,med
low,vgood,4,big,med,more,high
low,unacc,5more,small,med,2,low
low,unacc,5more,small,med,2,med
low,unacc,5more,small,med,2,high
low,unacc,5more,med,med,2,low
low,unacc,5more,med,med,2,med
low,unacc,5more,med,med,2,high
low,unacc,5more,big,med,2,low
low,unacc,5more,big,med,2,med
low,unacc,5more,big,med,2,high
low,unacc,5more,small,med,4,low
low,acc,5more,small,med,4,med
low,good,5more,small,med,4,high
low,unacc,5more,med,med,4,low
low,good,5more,med,med,4,med
low,vgood,5more,med,med,4,high
low,unacc,5more,big,med,4,low
low,good,5more,big,med,4,med
low,vgood,5more,big,med,4,high
low,unacc,5more,small,med,more,low
low,acc,5more,small,med,more,med
low,good,5more,small,med,more,high
low,unacc,5more,med,med,more,low
low,good,5more,med,med,more,med
low,vgood,5more,med,med,more,high
low,unacc,5more,big,med,more,low
low,good,5more,big,med,more,med
low,vgood,5more,big,med,more,high
low,unacc,2,small,low,2,low
low,unacc,2,small,low,2,med
low,unacc,2,small,low,2,high
low,unacc,2,med,low,2,low
low,unacc,2,med,low,2,med
low,unacc,2,med,low,2,high
low,unacc,2,big,low,2,low
low,unacc,2,big,low,2,med
low,unacc,2,big,low,2,high
low,unacc,2,small,low,4,low
low,acc,2,small,low,4,med
low,good,2,small,low,4,high
low,unacc,2,med,low,4,low
low,acc,2,med,low,4,med
low,good,2,med,low,4,high
low,unacc,2,big,low,4,low
low,good,2,big,low,4,med
low,vgood,2,big,low,4,high
low,unacc,2,small,low,more,low
low,unacc,2,small,low,more,med
low,unacc,2,small,low,more,high
low,unacc,2,med,low,more,low
low,acc,2,med,low,more,med
low,good,2,med,low,more,high
low,unacc,2,big,low,more,low
low,good,2,big,low,more,med
low,vgood,2,big,low,more,high
low,unacc,3,small,low,2,low
low,unacc,3,small,low,2,med
low,unacc,3,small,low,2,high
low,unacc,3,med,low,2,low
low,unacc,3,med,low,2,med
low,unacc,3,med,low,2,high
low,unacc,3,big,low,2,low
low,unacc,3,big,low,2,med
low,unacc,3,big,low,2,high
low,unacc,3,small,low,4,low
low,acc,3,small,low,4,med
low,good,3,small,low,4,high
low,unacc,3,med,low,4,low
low,acc,3,med,low,4,med
low,good,3,med,low,4,high
low,unacc,3,big,low,4,low
low,good,3,big,low,4,med
low,vgood,3,big,low,4,high
low,unacc,3,small,low,more,low
low,acc,3,small,low,more,med
low,good,3,small,low,more,high
low,unacc,3,med,low,more,low
low,good,3,med,low,more,med
low,vgood,3,med,low,more,high
low,unacc,3,big,low,more,low
low,good,3,big,low,more,med
low,vgood,3,big,low,more,high
low,unacc,4,small,low,2,low
low,unacc,4,small,low,2,med
low,unacc,4,small,low,2,high
low,unacc,4,med,low,2,low
low,unacc,4,med,low,2,med
low,unacc,4,med,low,2,high
low,unacc,4,big,low,2,low
low,unacc,4,big,low,2,med
low,unacc,4,big,low,2,high
low,unacc,4,small,low,4,low
low,acc,4,small,low,4,med
low,good,4,small,low,4,high
low,unacc,4,med,low,4,low
low,good,4,med,low,4,med
low,vgood,4,med,low,4,high
low,unacc,4,big,low,4,low
low,good,4,big,low,4,med
low,vgood,4,big,low,4,high
low,unacc,4,small,low,more,low
low,acc,4,small,low,more,med
low,good,4,small,low,more,high
low,unacc,4,med,low,more,low
low,good,4,med,low,more,med
low,vgood,4,med,low,more,high
low,unacc,4,big,low,more,low
low,good,4,big,low,more,med
low,vgood,4,big,low,more,high
low,unacc,5more,small,low,2,low
low,unacc,5more,small,low,2,med
low,unacc,5more,small,low,2,high
low,unacc,5more,med,low,2,low
low,unacc,5more,med,low,2,med
low,unacc,5more,med,low,2,high
low,unacc,5more,big,low,2,low
low,unacc,5more,big,low,2,med
low,unacc,5more,big,low,2,high
low,unacc,5more,small,low,4,low
low,acc,5more,small,low,4,med
low,good,5more,small,low,4,high
low,unacc,5more,med,low,4,low
low,good,5more,med,low,4,med
low,vgood,5more,med,low,4,high
low,unacc,5more,big,low,4,low
low,good,5more,big,low,4,med
low,vgood,5more,big,low,4,high
low,unacc,5more,small,low,more,low
low,acc,5more,small,low,more,med
low,good,5more,small,low,more,high
low,unacc,5more,med,low,more,low
low,good,5more,med,low,more,med
low,vgood,5more,med,low,more,high
low,unacc,5more,big,low,more,low
low,good,5more,big,low,more,med
low,vgood,5more,big,low,more,high
